################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
  1.1198103835281499E+01 a       512     0    22     1     8
 -7.2481670099258766E+00 a       513     0    22     1     9
 -9.4852831072945332E+00 a       514     0    22     1    10
  4.7229045757438000E+00 a       515     0    22     1    11
  1.1361248706016921E+01 a       516     0    22     1    12
 -3.8674028220605452E+00 a       517     0    22     1    13
  1.2964346403021201E+01 a       518     0    22     1    14
  8.2343901452391641E+00 a       519     0    22     1    15
  8.2187183769198118E+00 a       520     0    22     1    16
  2.5722758646322877E+01 a       521     0    22     1    17
  7.4381049158626333E-01 a       522     0    22     1    18
 -3.5106682921774803E+00 a       523     0    22     1    19
  7.3217567337976792E+00 a       524     0    22     1    20
 -1.2191027147539291E+01 a       525     0    22     1    21
  1.2593437553457182E+01 a       526     0    22     1    22
  1.1904024006300759E+01 a       527     0    22     1    23
 -7.1446510776526075E+00 a       528     0    22     1    24
 -3.6849371894418934E+00 a       529     0    23     1     1
 -1.5892794207355139E+00 a       530     0    23     1     2
 -3.6469179856732059E+00 a       531     0    23     1     3
  2.1018969003066381E+00 a       532     0    23     1     4
 -3.6629890473297748E+00 a       533     0    23     1     5
 -2.8550810507670104E+00 a       534     0    23     1     6
  3.2574487254244655E+00 a       535     0    23     1     7
 -1.5531034562771913E+00 a       536     0    23     1     8
  9.1900857979002240E+00 a       537     0    23     1     9
  9.7796681999190305E-01 a       538     0    23     1    10
 -2.0017058058431427E+00 a       539     0    23     1    11
  5.0947930129466261E+00 a       540     0    23     1    12
  6.1971980364336945E+00 a       541     0    23     1    13
 -8.7745266778819317E+00 a       542     0    23     1    14
  9.4282407004460708E-02 a       543     0    23     1    15
  3.6721272363090740E-01 a       544     0    23     1    16
  1.2905842088803311E+01 a       545     0    23     1    17
 -5.2928396907728796E+00 a       546     0    23     1    18
  3.7745088389801612E-01 a       547     0    23     1    19
  7.9074387729565210E+00 a       548     0    23     1    20
  6.3302760067116601E+00 a       549     0    23     1    21
 -1.0125866757326289E+01 a       550     0    23     1    22
 -7.5998502629864468E+00 a       551     0    23     1    23
 -8.8928464992223777E+00 a       552     0    23     1    24
 -1.0418186172110431E+01 a       553     0    24     1     1
 -7.1817563306246344E+00 a       554     0    24     1     2
  6.4930704470255654E+00 a       555     0    24     1     3
 -6.5494490020529179E+00 a       556     0    24     1     4
 -3.8591333924160792E-01 a       557     0    24     1     5
 -1.3886953358933658E+01 a       558     0    24     1     6
  1.0240803209506382E+00 a       559     0    24     1     7
 -9.0140406459191862E+00 a       560     0    24     1     8
  1.9646041962369758E+00 a       561     0    24     1     9
 -5.6051891682685458E-03 a       562     0    24     1    10
  7.5531093155923001E-01 a       563     0    24     1    11
 -9.1250960453578389E-01 a       564     0    24     1    12
 -5.5920482222054302E+00 a       565     0    24     1    13
  7.4501823387925175E+00 a       566     0    24     1    14
 -1.6113112978915394E+00 a       567     0    24     1    15
 -2.6076444750694745E+00 a       568     0    24     1    16
  2.6960050240213107E+00 a       569     0    24     1    17
  3.9672930203148112E-02 a       570     0    24     1    18
 -7.5389666576417307E+00 a       571     0    24     1    19
 -8.4711941993283815E-02 a       572     0    24     1    20
  2.8651607693648908E+00 a       573     0    24     1    21
  4.6692912400815345E+00 a       574     0    24     1    22
 -1.6527606588693529E+00 a       575     0    24     1    23
  3.0646097210381082E+00 a       576     0    24     1    24
  3.3298002584545374E+00 a       577     0    25     1     1
  5.3108570458212512E-01 a       578     0    25     1     2
 -8.4022967231263799E+00 a       579     0    25     1     3
 -4.6858007570848264E+00 a       580     0    25     1     4
  1.8879036464952119E+00 a       581     0    25     1     5
 -1.0679582570029713E+00 a       582     0    25     1     6
 -8.2621717758131974E-01 a       583     0    25     1     7
  1.0054127217730407E+01 a       584     0    25     1     8
  8.3884683559285893E+00 a       585     0    25     1     9
  1.2885900978597858E-01 a       586     0    25     1    10
 -5.7436315644069476E+00 a       587     0    25     1    11
 -5.7430930276509811E+00 a       588     0    25     1    12
  5.0367884481981724E+00 a       589     0    25     1    13
 -1.7085321738329635E+00 a       590     0    25     1    14
 -4.8844840601928698E+00 a       591     0    25     1    15
  1.5371254984651570E+00 a       592     0    25     1    16
 -2.7681838819448394E+00 a       593     0    25     1    17
  2.3425209804730254E+00 a       594     0    25     1    18
 -2.6075459235955649E+00 a       595     0    25     1    19
  5.7037617642814640E+00 a       596     0    25     1    20
  5.0777348415150336E-01 a       597     0    25     1    21
 -3.3267613762817523E+00 a       598     0    25     1    22
  8.1255549745163655E+00 a       599     0    25     1    23
 -5.5244458052487744E+00 a       600     0    25     1    24
 -7.5028854228478836E-01 a       601     0    26     1     1
  2.5350455247883379E+00 a       602     0    26     1     2
 -2.0719463368075162E+00 a       603     0    26     1     3
  3.1259974783607820E+00 a       604     0    26     1     4
  3.7934676548713480E+00 a       605     0    26     1     5
 -5.7633513983430373E-01 a       606     0    26     1     6
 -1.1689355460056519E+00 a       607     0    26     1     7
  5.0260468402209524E+00 a       608     0    26     1     8
 -4.2909201934319707E+00 a       609     0    26     1     9
 -3.9479274944195528E+00 a       610     0    26     1    10
 -7.3190345341579643E+00 a       611     0    26     1    11
 -4.0351353285013492E-01 a       612     0    26     1    12
 -4.0460166450444657E+00 a       613     0    26     1    13
 -6.1021747940637094E-01 a       614     0    26     1    14
  6.5122352657894242E-03 a       615     0    26     1    15
 -1.2977273514616383E+00 a       616     0    26     1    16
  1.6625213410395215E+01 a       617     0    26     1    17
  2.2969119558940858E+00 a       618     0    26     1    18
 -6.2494270757115098E+00 a       619     0    26     1    19
 -3.8779286162391613E+00 a       620     0    26     1    20
 -6.4159736001396306E+00 a       621     0    26     1    21
 -7.0120866283748802E+00 a       622     0    26     1    22
 -7.0878575421173577E+00 a       623     0    26     1    23
  9.8603180747587658E+00 a       624     0    26     1    24
  2.3923068275884207E-01 a       625     0    27     1     1
 -6.6745050428840658E-01 a       626     0    27     1     2
 -6.9034208199287486E+00 a       627     0    27     1     3
  3.2313836023786364E+00 a       628     0    27     1     4
 -9.3878282301670968E+00 a       629     0    27     1     5
  5.1551588893964451E-01 a       630     0    27     1     6
  2.1139008624556337E+00 a       631     0    27     1     7
 -5.8397463955607725E+00 a       632     0    27     1     8
  5.4049322629036105E+00 a       633     0    27     1     9
  4.8215723403781059E+00 a       634     0    27     1    10
  3.5286056114323072E+00 a       635     0    27     1    11
  5.7775135258817540E+00 a       636     0    27     1    12
 -1.2175492423919279E+00 a       637     0    27     1    13
 -1.8570307222992251E+00 a       638     0    27     1    14
 -7.0476120667353372E+00 a       639     0    27     1    15
 -1.0905138164467856E+00 a       640     0    27     1    16
  4.9417563601668695E+00 a       641     0    27     1    17
 -2.3677666522992125E+00 a       642     0    27     1    18
 -2.2001063327814916E+00 a       643     0    27     1    19
  5.6402097918496565E+00 a       644     0    27     1    20
  1.0161556332717154E+01 a       645     0    27     1    21
  7.0207357045789198E+00 a       646     0    27     1    22
  8.8240022128109636E+00 a       647     0    27     1    23
  6.1296633433139043E+00 a       648     0    27     1    24
  3.4710320199046971E+00 a       649     0    28     1     1
 -1.0357252650890183E+01 a       650     0    28     1     2
 -1.1526889905357329E+00 a       651     0    28     1     3
  1.1443381443630255E+01 a       652     0    28     1     4
 -1.1992593158182350E+00 a       653     0    28     1     5
 -1.1829546920593281E+00 a       654     0    28     1     6
  3.9968503423795156E+00 a       655     0    28     1     7
  1.3225294510290218E+00 a       656     0    28     1     8
  9.6534191932881193E+00 a       657     0    28     1     9
 -2.1350118945484549E+00 a       658     0    28     1    10
 -1.4212957401680865E-01 a       659     0    28     1    11
  1.2032311284629577E+01 a       660     0    28     1    12
  4.5239502422062703E+00 a       661     0    28     1    13
  5.7753417146619412E+00 a       662     0    28     1    14
  7.5951214339115296E+00 a       663     0    28     1    15
 -7.8758614738435595E-01 a       664     0    28     1    16
 -1.2603517077700181E+01 a       665     0    28     1    17
  7.6935216237769621E+00 a       666     0    28     1    18
 -1.4587380118706891E+01 a       667     0    28     1    19
 -3.8810636041665627E+00 a       668     0    28     1    20
  1.4957782302577398E+01 a       669     0    28     1    21
  8.3377740104903371E+00 a       670     0    28     1    22
 -1.2490970985266275E+01 a       671     0    28     1    23
  6.1060763060531098E+00 a       672     0    28     1    24
  4.3351733070759515E+00 a       673     0    29     1     1
 -2.3825951450445033E+00 a       674     0    29     1     2
 -1.6080409113515188E+00 a       675     0    29     1     3
 -7.5235167570947947E+00 a       676     0    29     1     4
  1.2002834105766522E+00 a       677     0    29     1     5
 -3.0162648616564511E+00 a       678     0    29     1     6
  1.8578026984506886E+00 a       679     0    29     1     7
 -4.3304958596663301E+00 a       680     0    29     1     8
 -1.0473703364407305E+00 a       681     0    29     1     9
  6.1715501347640931E+00 a       682     0    29     1    10
  1.7829350720182158E+00 a       683     0    29     1    11
  4.0597468293567580E+00 a       684     0    29     1    12
  5.3403738284126998E+00 a       685     0    29     1    13
  3.5087011410655200E+00 a       686     0    29     1    14
 -2.6465265334403347E+00 a       687     0    29     1    15
  4.2109331127101939E+00 a       688     0    29     1    16
  6.7908354378065940E+00 a       689     0    29     1    17
  1.8303112758207747E+00 a       690     0    29     1    18
  3.7032805579877852E+00 a       691     0    29     1    19
 -6.0014440284563264E+00 a       692     0    29     1    20
 -6.5196384991769376E+00 a       693     0    29     1    21
 -1.8339444704602761E+00 a       694     0    29     1    22
 -1.2030028170156870E+00 a       695     0    29     1    23
 -1.5198366581093823E+00 a       696     0    29     1    24
 -3.5332113518640633E+00 a       697     0    30     1     1
  3.0117574733602872E+00 a       698     0    30     1     2
  1.8102722786724781E+00 a       699     0    30     1     3
  5.1379976540383003E+00 a       700     0    30     1     4
  1.3047091509946307E+00 a       701     0    30     1     5
  1.3795114461487143E+00 a       702     0    30     1     6
  2.9791460042909765E+00 a       703     0    30     1     7
 -2.0337990335352596E-01 a       704     0    30     1     8
 -8.9866832547025091E+00 a       705     0    30     1     9
 -1.1431878145330410E+00 a       706     0    30     1    10
 -4.1889282436956137E+00 a       707     0    30     1    11
  4.5901090396994260E+00 a       708     0    30     1    12
 -9.7273681252129975E+00 a       709     0    30     1    13
 -4.3743268268344480E+00 a       710     0    30     1    14
  1.4311894561734457E+01 a       711     0    30     1    15
 -1.4613287080580946E+00 a       712     0    30     1    16
  8.8187618738766975E+00 a       713     0    30     1    17
  5.1195696520935474E+00 a       714     0    30     1    18
 -5.1365652452603490E+00 a       715     0    30     1    19
 -4.5428484096021187E+00 a       716     0    30     1    20
 -2.6145450183192995E+00 a       717     0    30     1    21
  6.2789420964993470E+00 a       718     0    30     1    22
  2.2699864926969093E+00 a       719     0    30     1    23
  2.9925843009314121E+00 a       720     0    30     1    24
  2.9220983912710158E-01 a       721     0    31     1     1
  6.8475099762861404E+00 a       722     0    31     1     2
 -3.5203781053305039E-01 a       723     0    31     1     3
  9.9960165173237687E+00 a       724     0    31     1     4
 -1.4309213249682977E+00 a       725     0    31     1     5
 -1.5690603332861488E+00 a       726     0    31     1     6
 -2.0076105488386515E+00 a       727     0    31     1     7
  6.6755134131974403E+00 a       728     0    31     1     8
 -7.9775845563841550E+00 a       729     0    31     1     9
 -7.1004254796233344E+00 a       730     0    31     1    10
 -9.0177685246287620E+00 a       731     0    31     1    11
  8.8016258634014903E+00 a       732     0    31     1    12
  6.1995462147707814E+00 a       733     0    31     1    13
  4.4092081856578318E+00 a       734     0    31     1    14
 -7.0351430799077006E+00 a       735     0    31     1    15
  1.2385401243999603E+01 a       736     0    31     1    16
  5.4687554741659117E+00 a       737     0    31     1    17
  5.4342227934260396E+00 a       738     0    31     1    18
