################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
  2.1578954932300487E-01 a      3203     1    13     2    11
  2.6340935725906182E-02 a      3204     1    13     2    12
 -5.1676381491387957E-01 a      3205     1    13     2    13
  2.9151672331237216E-01 a      3206     1    13     2    14
  8.7193680039707944E-01 a      3207     1    13     2    15
  1.2385589019546055E+00 a      3208     1    13     2    16
 -8.2838934710165749E-02 a      3209     1    13     2    17
  1.0492524739055287E+00 a      3210     1    13     2    18
 -6.6462300912572569E-01 a      3211     1    13     2    19
  1.9337446107982481E+00 a      3212     1    13     2    20
  2.7269171967361117E-01 a      3213     1    13     2    21
  1.1962484147029286E+00 a      3214     1    13     2    22
  2.1773655228117414E+00 a      3215     1    13     2    23
 -5.7470658603291136E-01 a      3216     1    13     2    24
  1.6511294203511135E+00 a      3217     1    14     2     1
  1.2080726490371685E+00 a      3218     1    14     2     2
 -1.5406751331539170E-01 a      3219     1    14     2     3
  5.6706018676090408E-01 a      3220     1    14     2     4
 -4.1360815054569372E-01 a      3221     1    14     2     5
 -1.6433760484509672E+00 a      3222     1    14     2     6
 -8.7375534599411042E-01 a      3223     1    14     2     7
  3.5724308055118931E-01 a      3224     1    14     2     8
 -1.3253809976040039E+00 a      3225     1    14     2     9
  1.5953760170326052E+00 a      3226     1    14     2    10
  2.9798563527931297E+00 a      3227     1    14     2    11
  3.4475771991409160E-01 a      3228     1    14     2    12
 -3.9060330972030693E-01 a      3229     1    14     2    13
 -9.6689900481092117E-01 a      3230     1    14     2    14
 -2.5481655858498051E+00 a      3231     1    14     2    15
 -2.7606208178146585E+00 a      3232     1    14     2    16
  8.6034654115755405E-01 a      3233     1    14     2    17
  2.9341012153846644E+00 a      3234     1    14     2    18
  9.1194964323179006E-01 a      3235     1    14     2    19
 -1.0807748927170568E+00 a      3236     1    14     2    20
 -7.6110180208619593E-01 a      3237     1    14     2    21
 -8.3550296763652387E-02 a      3238     1    14     2    22
 -8.6467466593944453E-01 a      3239     1    14     2    23
  2.8833863690145662E+00 a      3240     1    14     2    24
 -1.4079800125994144E+00 a      3241     1    15     2     1
  4.0451467457282755E+00 a      3242     1    15     2     2
  8.8126601450750797E-01 a      3243     1    15     2     3
  1.9950232753254533E+00 a      3244     1    15     2     4
 -1.8083384194460156E-01 a      3245     1    15     2     5
  4.7053440953832490E+00 a      3246     1    15     2     6
  2.1561580320661666E+00 a      3247     1    15     2     7
  1.4465347139469370E-01 a      3248     1    15     2     8
 -4.1642971536734663E-01 a      3249     1    15     2     9
  1.0948573279612954E-02 a      3250     1    15     2    10
  7.2087555212177146E-01 a      3251     1    15     2    11
 -4.3501611942444651E-01 a      3252     1    15     2    12
  2.7220200986195895E+00 a      3253     1    15     2    13
 -1.5300167106278606E+00 a      3254     1    15     2    14
  1.2448857047386641E-01 a      3255     1    15     2    15
 -2.1906646266980605E+00 a      3256     1    15     2    16
  2.6957037650115403E+00 a      3257     1    15     2    17
  5.8882310229397633E-02 a      3258     1    15     2    18
  2.3825270676252730E+00 a      3259     1    15     2    19
  3.7637763030547213E+00 a      3260     1    15     2    20
 -4.0748708695148537E+00 a      3261     1    15     2    21
  1.8456896477875864E+00 a      3262     1    15     2    22
  4.8786250433451660E-02 a      3263     1    15     2    23
 -1.4811346291576560E-01 a      3264     1    15     2    24
 -8.7675247367534714E-01 a      3265     1    16     2     1
  1.1121654289389011E+00 a      3266     1    16     2     2
  1.5171405089442485E+00 a      3267     1    16     2     3
 -5.1868375735195948E-01 a      3268     1    16     2     4
  1.6420212318529770E+00 a      3269     1    16     2     5
  2.0544986842728236E-01 a      3270     1    16     2     6
 -5.2625557448643736E+00 a      3271     1    16     2     7
  1.0266621592744041E+00 a      3272     1    16     2     8
  2.1341056989674221E+00 a      3273     1    16     2     9
  5.4443151696705627E-01 a      3274     1    16     2    10
 -1.4535993236077016E+00 a      3275     1    16     2    11
  4.9382277756743043E-01 a      3276     1    16     2    12
 -8.6028033152616390E-01 a      3277     1    16     2    13
  2.0265067966117112E+00 a      3278     1    16     2    14
  1.1771732939442028E+00 a      3279     1    16     2    15
 -2.4305230498242222E-02 a      3280     1    16     2    16
  1.4220914999796588E+00 a      3281     1    16     2    17
  5.1328945459848874E-01 a      3282     1    16     2    18
  4.9992437173557236E-01 a      3283     1    16     2    19
 -5.5344247680533054E-01 a      3284     1    16     2    20
  9.3924072841485906E-02 a      3285     1    16     2    21
  1.3874464136744922E+00 a      3286     1    16     2    22
 -1.3599785824357167E+00 a      3287     1    16     2    23
 -6.2613169798661594E-01 a      3288     1    16     2    24
 -1.1159339794645653E+00 a      3289     1    17     2     1
  1.0187661442627462E-01 a      3290     1    17     2     2
  1.3147040992588850E+00 a      3291     1    17     2     3
 -1.0023024521117603E+00 a      3292     1    17     2     4
  5.3896405769770617E-01 a      3293     1    17     2     5
  1.8044464994687206E+00 a      3294     1    17     2     6
  6.7333655654208313E-01 a      3295     1    17     2     7
 -4.1683674969327122E-01 a      3296     1    17     2     8
  5.4462078850498863E-01 a      3297     1    17     2     9
 -1.2800299726945658E-01 a      3298     1    17     2    10
 -4.1615631467396158E-01 a      3299     1    17     2    11
  1.2945362795135026E-01 a      3300     1    17     2    12
  5.5803247783005061E-01 a      3301     1    17     2    13
  5.8083317224020636E-01 a      3302     1    17     2    14
  1.8932318637303209E+00 a      3303     1    17     2    15
 -5.2792261212803437E-01 a      3304     1    17     2    16
  1.4217232035225749E+00 a      3305     1    17     2    17
 -4.8600342578188649E-01 a      3306     1    17     2    18
  1.7742176952613559E-01 a      3307     1    17     2    19
  9.6373988053567683E-01 a      3308     1    17     2    20
 -4.6918243396886261E-01 a      3309     1    17     2    21
 -1.5910815880477558E+00 a      3310     1    17     2    22
  1.8439771994458074E+00 a      3311     1    17     2    23
 -8.1209757368780389E-01 a      3312     1    17     2    24
  1.1076789219307970E+00 a      3313     1    18     2     1
 -3.7533915479460167E+00 a      3314     1    18     2     2
 -1.9867485459108716E+00 a      3315     1    18     2     3
 -2.4310027009459409E-01 a      3316     1    18     2     4
  6.0758182679051387E-01 a      3317     1    18     2     5
  1.4853047339490477E+00 a      3318     1    18     2     6
  4.7072250826131103E+00 a      3319     1    18     2     7
  7.0439156537974323E-01 a      3320     1    18     2     8
 -2.3089154507573402E+00 a      3321     1    18     2     9
  1.8646237497610094E+00 a      3322     1    18     2    10
 -5.3910053201583363E-01 a      3323     1    18     2    11
 -2.9057977944637443E+00 a      3324     1    18     2    12
 -1.1745200828462783E+00 a      3325     1    18     2    13
 -2.6117461183556210E+00 a      3326     1    18     2    14
 -1.2315898165850554E+00 a      3327     1    18     2    15
  1.2646750777117519E+00 a      3328     1    18     2    16
 -2.3201516461211296E+00 a      3329     1    18     2    17
  2.5690869871220783E+00 a      3330     1    18     2    18
 -2.6121334849245694E+00 a      3331     1    18     2    19
  1.5511652968408740E+00 a      3332     1    18     2    20
 -2.7885279161756404E+00 a      3333     1    18     2    21
  1.3347341921906584E+00 a      3334     1    18     2    22
  1.3161212326407479E+00 a      3335     1    18     2    23
  3.0472357685886506E+00 a      3336     1    18     2    24
 -5.3088605418144497E-01 a      3337     1    19     2     1
 -1.5819325626863767E+00 a      3338     1    19     2     2
 -1.0688467398875871E-01 a      3339     1    19     2     3
  4.6305146759752158E-01 a      3340     1    19     2     4
  1.9463697552363223E-02 a      3341     1    19     2     5
  9.0579123990940646E-02 a      3342     1    19     2     6
  3.0625008464778150E+00 a      3343     1    19     2     7
 -1.2263915464292097E+00 a      3344     1    19     2     8
  1.2484226131942225E-01 a      3345     1    19     2     9
 -8.4295252521391348E-02 a      3346     1    19     2    10
  4.1386660285990591E-02 a      3347     1    19     2    11
  1.6326583638711209E-01 a      3348     1    19     2    12
  5.8977773056073779E-01 a      3349     1    19     2    13
 -4.5159740526508202E-01 a      3350     1    19     2    14
  2.2881615203163368E+00 a      3351     1    19     2    15
  7.1528609553184297E-02 a      3352     1    19     2    16
  1.5656618909258355E-01 a      3353     1    19     2    17
 -6.5703539363214425E-01 a      3354     1    19     2    18
 -3.8760234519864978E-01 a      3355     1    19     2    19
  2.6577564473232007E+00 a      3356     1    19     2    20
 -1.4795480220750856E+00 a      3357     1    19     2    21
  1.9500436231744186E-02 a      3358     1    19     2    22
 -5.2678794667391271E-01 a      3359     1    19     2    23
 -1.8034608452177621E+00 a      3360     1    19     2    24
 -7.8131168195830408E-02 a      3361     1    20     2     1
 -1.5742948374855817E-01 a      3362     1    20     2     2
 -3.2122601713555932E-01 a      3363     1    20     2     3
  9.0016463170118036E-02 a      3364     1    20     2     4
 -1.5368499714801893E+00 a      3365     1    20     2     5
  9.1554508339956042E-02 a      3366     1    20     2     6
  1.8639139651447973E+00 a      3367     1    20     2     7
  1.7727064808176696E-01 a      3368     1    20     2     8
 -1.0480098451321078E-01 a      3369     1    20     2     9
 -4.6814530606847321E-01 a      3370     1    20     2    10
  5.1438697108906306E-01 a      3371     1    20     2    11
  3.0111733027950610E-01 a      3372     1    20     2    12
  2.6343760083072798E-01 a      3373     1    20     2    13
 -4.3959215563613430E-01 a      3374     1    20     2    14
 -2.2557249102755136E-01 a      3375     1    20     2    15
 -5.9735363464479295E-02 a      3376     1    20     2    16
  1.2589289903587211E+00 a      3377     1    20     2    17
  7.0363237067813689E-01 a      3378     1    20     2    18
  2.6115595712654751E+00 a      3379     1    20     2    19
  2.7533029722408280E+00 a      3380     1    20     2    20
 -9.0832657626051264E-02 a      3381     1    20     2    21
 -7.2613771085695722E-01 a      3382     1    20     2    22
 -1.8297984084985046E+00 a      3383     1    20     2    23
  1.9667574423186847E+00 a      3384     1    20     2    24
 -1.3334813697448822E+00 a      3385     1    21     2     1
 -9.5540625862895823E-01 a      3386     1    21     2     2
  1.5623270478219131E-01 a      3387     1    21     2     3
 -1.1747565195069698E+00 a      3388     1    21     2     4
  1.1521546785461334E-01 a      3389     1    21     2     5
 -1.4971059784635816E+00 a      3390     1    21     2     6
 -3.9911111536690926E+00 a      3391     1    21     2     7
 -8.5370187612702791E-02 a      3392     1    21     2     8
  1.1877242253791214E+00 a      3393     1    21     2     9
 -5.1891991556085329E-02 a      3394     1    21     2    10
 -1.3491584796656195E+00 a      3395     1    21     2    11
  9.8789248023976928E-01 a      3396     1    21     2    12
 -7.3956457398872866E-01 a      3397     1    21     2    13
  1.6819159787503557E+00 a      3398     1    21     2    14
  5.4549929170841827E+00 a      3399     1    21     2    15
 -1.0065685074150741E+00 a      3400     1    21     2    16
  1.3200806593577044E+00 a      3401     1    21     2    17
 -9.9818959076404257E-02 a      3402     1    21     2    18
  3.8353151670593016E-01 a      3403     1    21     2    19
  2.9635067953931395E+00 a      3404     1    21     2    20
 -6.5924090363026197E-02 a      3405     1    21     2    21
  1.0497178694292406E+00 a      3406     1    21     2    22
  1.9637749664903907E+00 a      3407     1    21     2    23
 -3.0387827949530832E+00 a      3408     1    21     2    24
  2.4054521883909934E+00 a      3409     1    22     2     1
 -2.6761211782288841E-01 a      3410     1    22     2     2
  3.6116523933291242E+00 a      3411     1    22     2     3
  1.1132869103150085E+00 a      3412     1    22     2     4
  3.5130591416227888E+00 a      3413     1    22     2     5
 -4.2947651042333257E-01 a      3414     1    22     2     6
 -1.2363669723958188E+00 a      3415     1    22     2     7
  2.2806178366499275E+00 a      3416     1    22     2     8
 -3.0199458588236379E+00 a      3417     1    22     2     9
  1.1468666546867996E+00 a      3418     1    22     2    10
 -2.3210823058759450E-01 a      3419     1    22     2    11
 -1.8803118957796894E+00 a      3420     1    22     2    12
  5.7754951769349006E-01 a      3421     1    22     2    13
 -5.1350989406444691E-01 a      3422     1    22     2    14
